#Clase de arma	Municion 
0.191509	0.318421	0.133048	0.047258	0.049233	0.071748	0.077111	0.025341	0.027596	0.008016	0.016670	0.018971	0.003751	0.004191	0.002482	Pist1 
0.202682	0.272697	0.146491	0.064004	0.078790	0.069559	0.051409	0.035159	0.036808	0.011776	0.004992	0.002596	0.004713	0.005876	0.008201	Pist1 
0.191688	0.343467	0.156042	0.045737	0.053912	0.052222	0.062927	0.018045	0.014991	0.019040	0.025610	0.006357	0.002548	0.001366	0.000947	Pist1 
0.224437	0.329181	0.135836	0.049953	0.037163	0.034610	0.088650	0.024064	0.021377	0.009595	0.020756	0.008887	0.003272	0.005000	0.002288	Pist1 
0.184038	0.276682	0.155183	0.082651	0.106545	0.044130	0.050837	0.032670	0.019278	0.011337	0.003738	0.004252	0.008798	0.003858	0.011053	Pist2 
0.214012	0.288411	0.172159	0.085564	0.061959	0.036153	0.045984	0.033000	0.017591	0.014453	0.004539	0.005697	0.007322	0.005360	0.002307	Pist2 
0.201681	0.264263	0.149496	0.081212	0.117766	0.042547	0.034662	0.037193	0.030062	0.009520	0.002655	0.003899	0.008411	0.003641	0.007963	Pist2 
0.198658	0.251097	0.171507	0.069851	0.099038	0.045979	0.042568	0.035935	0.029776	0.011653	0.007790	0.004567	0.011397	0.004132	0.010653	Pist2
0.174349	0.228366	0.124463	0.070065	0.126582	0.097665	0.047643	0.019408	0.029252	0.012392	0.017104	0.013322	0.011546	0.014486	0.009459	Pist1 
0.172951	0.288283	0.129356	0.096442	0.122470	0.053541	0.022089	0.033385	0.050211	0.009118	0.005219	0.002882	0.004554	0.001888	0.003956	Pist1 
0.183025	0.276787	0.100106	0.070455	0.127022	0.081962	0.037639	0.025770	0.042650	0.019103	0.008082	0.004262	0.008581	0.003032	0.008017	Pist1 
0.151801	0.298238	0.121068	0.064475	0.151521	0.090292	0.041100	0.024144	0.025343	0.010932	0.003524	0.002807	0.005950	0.002129	0.002677	Pist1 
0.158027	0.305113	0.122440	0.058403	0.148116	0.079065	0.024795	0.018815	0.037113	0.009896	0.009437	0.005669	0.008272	0.004509	0.006480	Pist1 
0.153229	0.264272	0.102885	0.061904	0.170650	0.092109	0.022802	0.030192	0.051289	0.014458	0.003620	0.007349	0.011056	0.003902	0.006761	Pist1 
0.148612	0.288975	0.120301	0.097093	0.112350	0.064368	0.028716	0.044234	0.053151	0.014539	0.007548	0.003698	0.008038	0.001107	0.003419	Pist1 
0.173422	0.294545	0.137312	0.055926	0.153829	0.049827	0.043416	0.022317	0.031473	0.013948	0.003352	0.002735	0.005202	0.006056	0.002294	Pist1 
0.159237	0.274651	0.119051	0.084048	0.098722	0.103602	0.031580	0.029591	0.033988	0.022994	0.013313	0.005644	0.014851	0.003261	0.001200	Pist1 
0.147406	0.298335	0.117435	0.074397	0.146481	0.065289	0.028879	0.034636	0.030922	0.014001	0.014901	0.003646	0.011043	0.006058	0.002629	Pist1 
0.222890	0.240963	0.164121	0.057984	0.102685	0.080538	0.041811	0.035016	0.019779	0.011995	0.003702	0.003503	0.003042	0.003397	0.005216	Pist2 
0.197612	0.289028	0.151410	0.041082	0.104296	0.059454	0.067635	0.029613	0.020622	0.010247	0.006433	0.008491	0.002963	0.003164	0.004127	Pist2 
0.206144	0.264398	0.135421	0.052700	0.130664	0.069462	0.039422	0.028591	0.025617	0.020638	0.002470	0.000717	0.007467	0.006166	0.006774	Pist2 
0.184303	0.253408	0.158741	0.047523	0.134292	0.073593	0.046717	0.027820	0.024468	0.009838	0.005635	0.012094	0.002570	0.009414	0.005687	Pist2 
0.182395	0.293372	0.124207	0.049507	0.131188	0.060850	0.050917	0.033504	0.024933	0.010785	0.005221	0.015187	0.005584	0.005336	0.003443	Pist2 
0.214738	0.254952	0.155145	0.054796	0.123525	0.056031	0.051572	0.029577	0.022393	0.014864	0.000637	0.005713	0.005297	0.003226	0.004233	Pist2 
0.202910	0.268101	0.156919	0.057532	0.134576	0.056091	0.043564	0.027350	0.021358	0.008142	0.002676	0.005700	0.002722	0.003676	0.005515	Pist2 
0.188051	0.309939	0.135658	0.043758	0.106876	0.060618	0.060146	0.017926	0.033852	0.013955	0.005359	0.002999	0.007096	0.004289	0.005450	Pist2 
0.201946	0.276833	0.119419	0.050445	0.143253	0.088510	0.026629	0.028329	0.026409	0.011124	0.002774	0.008289	0.005634	0.003658	0.003152	Pist2 
0.190064	0.288527	0.122912	0.065406	0.154247	0.048964	0.038960	0.031257	0.027367	0.009031	0.002908	0.005953	0.001778	0.006246	0.002492	Pist2 
0.096610	0.306845	0.324989	0.116094	0.014188	0.013933	0.026554	0.006075	0.003181	0.003165	0.023009	0.024146	0.011740	0.011282	0.012671	Rev3 
0.086224	0.291901	0.290687	0.139742	0.024085	0.012279	0.033760	0.023406	0.012781	0.010182	0.020341	0.025131	0.004810	0.008424	0.009891	Rev3 
0.083935	0.287362	0.317866	0.126386	0.021612	0.017810	0.032786	0.013700	0.008225	0.025577	0.017792	0.022099	0.002560	0.004600	0.011865	Rev3 
0.102203	0.271400	0.247042	0.159999	0.036782	0.017114	0.045540	0.021253	0.013768	0.024672	0.013826	0.019851	0.003403	0.007947	0.009467	Rev3 
0.107663	0.330422	0.271814	0.117098	0.015255	0.010263	0.010625	0.010537	0.022196	0.011464	0.010532	0.040197	0.006543	0.012768	0.017150	Rev4 
0.130841	0.304355	0.254828	0.102654	0.008986	0.018287	0.026672	0.008691	0.018961	0.014051	0.019427	0.025744	0.017392	0.033568	0.010361	Rev4 
0.111461	0.287767	0.226166	0.135599	0.021282	0.021361	0.012587	0.024424	0.043928	0.015433	0.005789	0.042688	0.016235	0.011549	0.018406	Rev4 
0.128034	0.268539	0.223742	0.162244	0.029735	0.008963	0.014152	0.029492	0.022398	0.018641	0.010403	0.048500	0.011367	0.011722	0.007275	Rev4 
0.135851	0.277716	0.144814	0.099366	0.039476	0.007559	0.050826	0.043736	0.037633	0.033646	0.073543	0.009939	0.023078	0.006698	0.010817	Rev5 
0.138747	0.320832	0.169947	0.062183	0.017521	0.020372	0.048491	0.061298	0.024165	0.030844	0.036108	0.006656	0.018715	0.013468	0.025339	Rev5 
0.122154	0.282634	0.206000	0.094479	0.027809	0.008139	0.027339	0.058438	0.036792	0.013222	0.029486	0.012566	0.025436	0.015465	0.034417	Rev5 
0.117088	0.291575	0.205056	0.085667	0.016691	0.007796	0.044761	0.069711	0.031084	0.018865	0.032356	0.011062	0.023504	0.013833	0.025488	Rev5 
0.135839	0.291940	0.192324	0.121818	0.034938	0.010150	0.051158	0.030549	0.026106	0.049499	0.023232	0.008975	0.006473	0.006181	0.005545	Rev6 
0.137721	0.294822	0.194259	0.109757	0.031316	0.009091	0.047125	0.045655	0.029845	0.032863	0.012905	0.017224	0.011031	0.007309	0.013603	Rev6 
0.134201	0.286696	0.165633	0.085242	0.033854	0.008451	0.053400	0.049992	0.058940	0.050816	0.039582	0.015673	0.005345	0.002603	0.003888	Rev6 
0.121611	0.271200	0.191993	0.099438	0.033622	0.006588	0.052962	0.031226	0.048275	0.041615	0.033678	0.023369	0.012865	0.006629	0.019399	Rev6 
0.142921	0.290126	0.178261	0.099572	0.017017	0.021437	0.049636	0.028376	0.029632	0.046061	0.038064	0.020350	0.014290	0.013575	0.005383	Rev3 
0.144848	0.288129	0.221301	0.131833	0.036498	0.036338	0.037919	0.019065	0.021016	0.019100	0.013495	0.014328	0.004952	0.001995	0.003751	Rev3 
0.151731	0.290908	0.189889	0.104098	0.017438	0.014016	0.050935	0.045659	0.023425	0.046148	0.025908	0.006819	0.006813	0.009117	0.011791	Rev3 
0.130356	0.290938	0.155135	0.155974	0.024782	0.028435	0.021898	0.045342	0.036515	0.050049	0.018025	0.021861	0.004739	0.006475	0.004713	Rev3 
0.138552	0.279567	0.171349	0.138496	0.024767	0.020633	0.028382	0.028377	0.040503	0.047046	0.032286	0.018230	0.017649	0.004066	0.004875	Rev3 
0.158394	0.290381	0.150323	0.105517	0.029204	0.010277	0.039310	0.024552	0.027912	0.038482	0.050005	0.013293	0.019537	0.023966	0.012734	Rev4 
0.137418	0.288056	0.177092	0.104087	0.027239	0.010659	0.031644	0.039338	0.042137	0.044804	0.042827	0.014088	0.011277	0.014804	0.009116	Rev4 
