#Clase de arma	Municion 
0.503582	0.161518	0.081699	0.065878	0.047103	0.014966	0.016387	0.012644	0.019486	0.019567	0.008059	0.006585	0.005743	0.008745	0.021171	Esc7 
0.470554	0.166810	0.112251	0.081315	0.058081	0.016179	0.018508	0.016906	0.013138	0.013562	0.007415	0.004391	0.005942	0.006447	0.002039	Esc7 
0.440211	0.146081	0.122514	0.071543	0.029897	0.013172	0.062030	0.033151	0.031886	0.005977	0.004438	0.013371	0.007116	0.005232	0.007313	Esc7 
0.545576	0.193692	0.053278	0.045820	0.043240	0.028636	0.021891	0.011841	0.006817	0.005409	0.005299	0.006012	0.012335	0.006077	0.005901	Esc7 
0.499935	0.161387	0.106934	0.075613	0.076252	0.012903	0.009649	0.003962	0.009046	0.009491	0.004060	0.006636	0.009365	0.004494	0.001047	Esc8 
0.444574	0.147668	0.135064	0.086308	0.042768	0.003790	0.015394	0.015380	0.022378	0.042649	0.005255	0.013535	0.006258	0.008084	0.003025	Esc8 
0.552020	0.144214	0.110166	0.050696	0.040646	0.020418	0.024740	0.007655	0.012426	0.011250	0.004018	0.008790	0.001915	0.001702	0.001027	Esc8 
0.518161	0.155173	0.105665	0.059731	0.069365	0.015254	0.008904	0.008843	0.011051	0.010336	0.006374	0.011699	0.002949	0.004297	0.003619	Esc8 
0.409875	0.167139	0.108315	0.079755	0.076318	0.024867	0.028042	0.029697	0.024896	0.012564	0.011521	0.009465	0.003278	0.002156	0.005965	Esc7 
0.486009	0.161281	0.116079	0.056809	0.059163	0.022324	0.014221	0.015914	0.023889	0.005070	0.008792	0.007635	0.000856	0.011591	0.004811	Esc7 
0.493644	0.156501	0.122155	0.050349	0.041129	0.017615	0.021903	0.020221	0.020483	0.012137	0.006282	0.010103	0.008686	0.006889	0.006393	Esc7 
0.478752	0.167132	0.150854	0.028183	0.061313	0.023265	0.016609	0.009194	0.011519	0.007353	0.009209	0.017886	0.009630	0.002352	0.002449	Esc7 
0.496714	0.166691	0.112608	0.086860	0.049867	0.015406	0.010018	0.005468	0.014528	0.009215	0.006090	0.005425	0.004101	0.007400	0.003629	Esc7 
0.495099	0.227144	0.031398	0.030961	0.074941	0.025251	0.024569	0.011480	0.015193	0.013159	0.015538	0.007118	0.011168	0.005917	0.002389	Esc8 
0.485341	0.164903	0.058596	0.045291	0.063451	0.042392	0.011199	0.017370	0.016346	0.031529	0.015528	0.018078	0.006846	0.007559	0.008607	Esc8 
0.474777	0.197939	0.071467	0.064393	0.040128	0.020526	0.011631	0.027887	0.010204	0.019987	0.024920	0.007705	0.005799	0.004256	0.009895	Esc8 
0.452296	0.184049	0.096954	0.050544	0.048442	0.020718	0.014075	0.021870	0.028856	0.022105	0.016542	0.014923	0.010055	0.004888	0.006443	Esc8 
0.501648	0.241715	0.069334	0.039288	0.050901	0.024142	0.005906	0.007410	0.007782	0.007918	0.015628	0.003654	0.007999	0.001764	0.006338	Esc8 
